date,Chiasso traffico 2020-2024,station_id
2020-01-15,30000.0,Chiasso
2020-02-15,26000.0,Chiasso
2020-03-15,8400.0,Chiasso
2020-04-15,4900.0,Chiasso
2020-05-15,9100.0,Chiasso
2020-06-15,20000.0,Chiasso
2020-07-15,33000.0,Chiasso
2020-08-15,34000.0,Chiasso
2020-09-15,35000.0,Chiasso
2020-10-15,26000.0,Chiasso
2020-11-15,14100.0,Chiasso
2020-12-15,12900.0,Chiasso
2021-01-15,12200.0,Chiasso
2021-02-15,15000.0,Chiasso
2021-03-15,13400.0,Chiasso
2021-04-15,15800.0,Chiasso
2021-05-15,22000.0,Chiasso
2021-06-15,24000.0,Chiasso
2021-07-15,30000.0,Chiasso
2021-08-15,31000.0,Chiasso
2021-09-15,27000.0,Chiasso
2021-10-15,25000.0,Chiasso
2021-11-15,22000.0,Chiasso
2021-12-15,23000.0,Chiasso
2022-01-15,21000.0,Chiasso
2022-02-15,24000.0,Chiasso
2022-03-15,24000.0,Chiasso
2022-04-15,28000.0,Chiasso
2022-05-15,29000.0,Chiasso
2022-06-15,36000.0,Chiasso
2022-07-15,43000.0,Chiasso
2022-08-15,39000.0,Chiasso
2022-09-15,36250.0,Chiasso
2022-10-15,33500.0,Chiasso
2022-11-15,30750.0,Chiasso
2022-12-15,28000.0,Chiasso
2023-01-15,28000.0,Chiasso
2023-02-15,28000.0,Chiasso
2023-03-15,24000.0,Chiasso
2023-04-15,28000.0,Chiasso
2023-05-15,31000.0,Chiasso
2023-06-15,36000.0,Chiasso
2023-07-15,44000.0,Chiasso
2023-08-15,42000.0,Chiasso
2023-09-15,33000.0,Chiasso
2023-10-15,27000.0,Chiasso
2023-11-15,23000.0,Chiasso
2023-12-15,29000.0,Chiasso
2024-01-15,28000.0,Chiasso
2024-02-15,25000.0,Chiasso
2024-03-15,25000.0,Chiasso
2024-04-15,27000.0,Chiasso
2024-05-15,33000.0,Chiasso
2024-06-15,35000.0,Chiasso
2024-07-15,42000.0,Chiasso
2024-08-15,42000.0,Chiasso
2024-09-15,39000.0,Chiasso
2024-10-15,35000.0,Chiasso
2024-11-15,29000.0,Chiasso
2024-12-15,31000.0,Chiasso
