date,10_percentile_5p_y,90_percentile_5p_y,mediana_5p_y,media
07.01.2020 00:00:00,18.0,31.0,20.0,21.0
14.01.2020 00:00:00,18.0,40.0,19.0,25.0
21.01.2020 00:00:00,17.0,22.0,19.0,24.0
28.01.2020 00:00:00,20.0,43.0,32.0,35.0
04.02.2020 00:00:00,20.0,57.0,22.0,18.0
11.02.2020 00:00:00,19.0,22.0,21.0,25.0
18.02.2020 00:00:00,19.0,36.0,26.0,21.0
25.02.2020 00:00:00,20.0,40.0,35.0,27.0
03.03.2020 00:00:00,15.0,31.0,19.0,20.0
10.03.2020 00:00:00,10.0,26.0,16.0,9.0
17.03.2020 00:00:00,9.0,34.0,19.0,14.0
24.03.2020 00:00:00,15.0,40.0,17.0,21.0
31.03.2020 00:00:00,15.0,21.0,19.0,27.0
07.04.2020 00:00:00,11.0,24.0,15.0,21.0
14.04.2020 00:00:00,11.0,23.0,18.0,19.0
21.04.2020 00:00:00,11.0,20.0,17.0,19.0
28.04.2020 00:00:00,12.0,21.0,16.0,16.0
05.05.2020 00:00:00,8.0,15.0,11.0,7.0
12.05.2020 00:00:00,9.0,17.0,14.0,14.0
19.05.2020 00:00:00,9.0,17.0,11.0,11.0
26.05.2020 00:00:00,8.0,13.0,10.0,14.0
02.06.2020 00:00:00,11.0,20.0,17.0,12.0
09.06.2020 00:00:00,10.0,19.0,15.0,9.0
16.06.2020 00:00:00,12.0,22.0,18.0,7.0
23.06.2020 00:00:00,11.0,18.0,14.0,7.0
30.06.2020 00:00:00,12.0,23.0,16.0,16.0
07.07.2020 00:00:00,13.0,26.0,16.0,13.0
14.07.2020 00:00:00,15.0,19.0,16.0,15.0
21.07.2020 00:00:00,12.0,22.0,15.0,12.0
28.07.2020 00:00:00,12.0,21.0,18.0,13.0
04.08.2020 00:00:00,11.0,19.0,16.0,17.0
11.08.2020 00:00:00,10.0,19.0,15.0,12.0
18.08.2020 00:00:00,9.0,16.0,11.0,13.0
25.08.2020 00:00:00,13.0,14.0,13.0,13.0
01.09.2020 00:00:00,13.0,21.0,19.0,11.0
08.09.2020 00:00:00,9.0,15.0,11.0,10.0
15.09.2020 00:00:00,11.0,22.0,15.0,18.0
22.09.2020 00:00:00,8.0,21.0,14.0,25.0
29.09.2020 00:00:00,14.0,19.0,15.0,7.0
06.10.2020 00:00:00,13.0,23.0,16.0,9.0
13.10.2020 00:00:00,13.0,21.0,16.0,8.0
20.10.2020 00:00:00,13.0,32.0,16.0,12.0
27.10.2020 00:00:00,16.0,28.0,25.0,14.0
03.11.2020 00:00:00,14.0,26.0,22.0,16.0
10.11.2020 00:00:00,11.0,20.0,15.0,25.0
17.11.2020 00:00:00,12.0,33.0,18.0,31.0
24.11.2020 00:00:00,12.0,27.0,24.0,18.0
01.12.2020 00:00:00,15.0,26.0,18.0,34.0
08.12.2020 00:00:00,21.0,45.0,25.0,19.0
15.12.2020 00:00:00,15.0,34.0,18.0,16.0
22.12.2020 00:00:00,17.0,34.0,31.0,22.0
29.12.2020 00:00:00,16.0,29.0,21.0,14.0
07.01.2021 00:00:00,18.0,29.0,20.0,17.0
14.01.2021 00:00:00,18.0,38.0,19.0,20.0
21.01.2021 00:00:00,17.0,22.0,19.0,32.0
28.01.2021 00:00:00,28.0,43.0,35.0,14.0
04.02.2021 00:00:00,19.0,57.0,22.0,23.0
11.02.2021 00:00:00,19.0,24.0,22.0,16.0
18.02.2021 00:00:00,19.0,26.0,21.0,19.0
25.02.2021 00:00:00,20.0,40.0,35.0,50.0
04.03.2021 00:00:00,17.0,31.0,20.0,47.0
11.03.2021 00:00:00,9.0,21.0,11.0,28.0
18.03.2021 00:00:00,9.0,30.0,14.0,13.0
25.03.2021 00:00:00,15.0,30.0,17.0,13.0
01.04.2021 00:00:00,18.0,25.0,20.0,27.0
08.04.2021 00:00:00,13.0,25.0,17.0,19.0
15.04.2021 00:00:00,11.0,21.0,18.0,13.0
22.04.2021 00:00:00,11.0,20.0,17.0,14.0
29.04.2021 00:00:00,12.0,21.0,16.0,25.0
06.05.2021 00:00:00,7.0,14.0,9.0,10.0
13.05.2021 00:00:00,9.0,15.0,14.0,10.0
20.05.2021 00:00:00,9.0,12.0,11.0,6.0
27.05.2021 00:00:00,9.0,14.0,11.0,7.0
03.06.2021 00:00:00,10.0,20.0,14.0,13.0
10.06.2021 00:00:00,9.0,17.0,11.0,11.0
17.06.2021 00:00:00,8.0,22.0,14.0,17.0
24.06.2021 00:00:00,8.0,18.0,14.0,24.0
