date,O3 Mendrisio mensili 2020-24,station_id
2020-01-15,,Mendrisio
2020-02-15,,Mendrisio
2020-03-15,10.0,Mendrisio
2020-04-15,102.0,Mendrisio
2020-05-15,99.0,Mendrisio
2020-06-15,93.0,Mendrisio
2020-07-15,194.0,Mendrisio
2020-08-15,152.0,Mendrisio
2020-09-15,84.0,Mendrisio
2020-10-15,,Mendrisio
2020-11-15,,Mendrisio
2020-12-15,,Mendrisio
2021-01-15,,Mendrisio
2021-02-15,,Mendrisio
2021-03-15,20.0,Mendrisio
2021-04-15,47.0,Mendrisio
2021-05-15,45.0,Mendrisio
2021-06-15,185.0,Mendrisio
2021-07-15,126.0,Mendrisio
2021-08-15,94.0,Mendrisio
2021-09-15,77.0,Mendrisio
2021-10-15,,Mendrisio
2021-11-15,,Mendrisio
2021-12-15,,Mendrisio
2022-01-15,,Mendrisio
2022-02-15,,Mendrisio
2022-03-15,44.0,Mendrisio
2022-04-15,68.0,Mendrisio
2022-05-15,127.0,Mendrisio
2022-06-15,162.0,Mendrisio
2022-07-15,263.0,Mendrisio
2022-08-15,221.0,Mendrisio
2022-09-15,43.0,Mendrisio
2022-10-15,,Mendrisio
2022-11-15,,Mendrisio
2022-12-15,,Mendrisio
2023-01-15,,Mendrisio
2023-02-15,,Mendrisio
2023-03-15,4.0,Mendrisio
2023-04-15,24.0,Mendrisio
2023-05-15,55.0,Mendrisio
2023-06-15,183.0,Mendrisio
2023-07-15,124.0,Mendrisio
2023-08-15,134.0,Mendrisio
2023-09-15,69.0,Mendrisio
2023-10-15,11.0,Mendrisio
2023-11-15,,Mendrisio
2023-12-15,,Mendrisio
2024-01-15,,Mendrisio
2024-02-15,,Mendrisio
2024-03-15,,Mendrisio
2024-04-15,36.0,Mendrisio
2024-05-15,39.0,Mendrisio
2024-06-15,66.0,Mendrisio
2024-07-15,170.0,Mendrisio
2024-08-15,176.0,Mendrisio
2024-09-15,11.0,Mendrisio
2024-10-15,,Mendrisio
2024-11-15,,Mendrisio
2024-12-15,,Mendrisio
