date,Mendrisio mensile 2020-2024,station_id
2020-01-15,11800.0,Mendrisio
2020-02-15,12400.0,Mendrisio
2020-03-15,7200.0,Mendrisio
2020-04-15,5500.0,Mendrisio
2020-05-15,9300.0,Mendrisio
2020-06-15,11700.0,Mendrisio
2020-07-15,13900.0,Mendrisio
2020-08-15,11900.0,Mendrisio
2020-09-15,13900.0,Mendrisio
2020-10-15,13000.0,Mendrisio
2020-11-15,10700.0,Mendrisio
2020-12-15,9300.0,Mendrisio
2021-01-15,8300.0,Mendrisio
2021-02-15,10100.0,Mendrisio
2021-03-15,11600.0,Mendrisio
2021-04-15,11900.0,Mendrisio
2021-05-15,12300.0,Mendrisio
2021-06-15,13700.0,Mendrisio
2021-07-15,14200.0,Mendrisio
2021-08-15,12300.0,Mendrisio
2021-09-15,13600.0,Mendrisio
2021-10-15,13200.0,Mendrisio
2021-11-15,11800.0,Mendrisio
2021-12-15,10700.0,Mendrisio
2022-01-15,9600.0,Mendrisio
2022-02-15,11800.0,Mendrisio
2022-03-15,12100.0,Mendrisio
2022-04-15,12300.0,Mendrisio
2022-05-15,12900.0,Mendrisio
2022-06-15,13100.0,Mendrisio
2022-07-15,12800.0,Mendrisio
2022-08-15,11900.0,Mendrisio
2022-09-15,13000.0,Mendrisio
2022-10-15,12200.0,Mendrisio
2022-11-15,11700.0,Mendrisio
2022-12-15,10900.0,Mendrisio
2023-01-15,10200.0,Mendrisio
2023-02-15,11700.0,Mendrisio
2023-03-15,12600.0,Mendrisio
2023-04-15,12700.0,Mendrisio
2023-05-15,12600.0,Mendrisio
2023-06-15,13400.0,Mendrisio
2023-07-15,13700.0,Mendrisio
2023-08-15,12500.0,Mendrisio
2023-09-15,14600.0,Mendrisio
2023-10-15,14100.0,Mendrisio
2023-11-15,12300.0,Mendrisio
2023-12-15,11300.0,Mendrisio
2024-01-15,10900.0,Mendrisio
2024-02-15,11900.0,Mendrisio
2024-03-15,12300.0,Mendrisio
2024-04-15,13300.0,Mendrisio
2024-05-15,13300.0,Mendrisio
2024-06-15,13300.0,Mendrisio
2024-07-15,13600.0,Mendrisio
2024-08-15,12500.0,Mendrisio
2024-09-15,13300.0,Mendrisio
2024-10-15,13200.0,Mendrisio
2024-11-15,12700.0,Mendrisio
2024-12-15,11400.0,Mendrisio
