date,Gordola 2020-2024,station_id
2020-01-15,1760.0,Locarno
2020-02-15,1900.0,Locarno
2020-03-15,1420.0,Locarno
2020-04-15,1310.0,Locarno
2020-05-15,3000.0,Locarno
2020-06-15,3800.0,Locarno
2020-07-15,5600.0,Locarno
2020-08-15,5000.0,Locarno
2020-09-15,4400.0,Locarno
2020-10-15,3400.0,Locarno
2020-11-15,2400.0,Locarno
2020-12-15,1640.0,Locarno
2021-01-15,1590.0,Locarno
2021-02-15,2100.0,Locarno
2021-03-15,2700.0,Locarno
2021-04-15,4100.0,Locarno
2021-05-15,4100.0,Locarno
2021-06-15,4100.0,Locarno
2021-07-15,4500.0,Locarno
2021-08-15,4800.0,Locarno
2021-09-15,3600.0,Locarno
2021-10-15,3300.0,Locarno
2021-11-15,2100.0,Locarno
2021-12-15,2200.0,Locarno
2022-01-15,2300.0,Locarno
2022-02-15,2400.0,Locarno
2022-03-15,2500.0,Locarno
2022-04-15,3200.0,Locarno
2022-05-15,3100.0,Locarno
2022-06-15,3500.0,Locarno
2022-07-15,4400.0,Locarno
2022-08-15,4400.0,Locarno
2022-09-15,3300.0,Locarno
2022-10-15,3000.0,Locarno
2022-11-15,2100.0,Locarno
2022-12-15,1770.0,Locarno
2023-01-15,1720.0,Locarno
2023-02-15,1950.0,Locarno
2023-03-15,2300.0,Locarno
2023-04-15,3100.0,Locarno
2023-05-15,2700.0,Locarno
2023-06-15,2875.0,Locarno
2023-07-15,3050.0,Locarno
2023-08-15,3225.0,Locarno
2023-09-15,3400.0,Locarno
2023-10-15,3100.0,Locarno
2023-11-15,2200.0,Locarno
2023-12-15,1900.0,Locarno
2024-01-15,1820.0,Locarno
2024-02-15,1930.0,Locarno
2024-03-15,2200.0,Locarno
2024-04-15,2800.0,Locarno
2024-05-15,2900.0,Locarno
2024-06-15,2900.0,Locarno
2024-07-15,4000.0,Locarno
2024-08-15,4500.0,Locarno
2024-09-15,3200.0,Locarno
2024-10-15,2800.0,Locarno
2024-11-15,2300.0,Locarno
2024-12-15,1870.0,Locarno
