date,media PM10
2020-01-07,21.0
2020-01-14,25.0
2020-01-21,24.0
2020-01-28,35.0
2020-02-04,18.0
2020-02-11,25.0
2020-02-18,21.0
2020-02-25,27.0
2020-03-03,20.0
2020-03-10,9.0
2020-03-17,14.0
2020-03-24,21.0
2020-03-31,27.0
2020-04-07,21.0
2020-04-14,19.0
2020-04-21,19.0
2020-04-28,16.0
2020-05-05,7.0
2020-05-12,14.0
2020-05-19,11.0
2020-05-26,14.0
2020-06-02,12.0
2020-06-09,9.0
2020-06-16,7.0
2020-06-23,7.0
2020-06-30,16.0
2020-07-07,13.0
2020-07-14,15.0
2020-07-21,12.0
2020-07-28,13.0
2020-08-04,17.0
2020-08-11,12.0
2020-08-18,13.0
2020-08-25,13.0
2020-09-01,11.0
2020-09-08,10.0
2020-09-15,18.0
2020-09-22,25.0
2020-09-29,7.0
2020-10-06,9.0
2020-10-13,8.0
2020-10-20,12.0
2020-10-27,14.0
2020-11-03,16.0
2020-11-10,25.0
2020-11-17,31.0
2020-11-24,18.0
2020-12-01,34.0
2020-12-08,19.0
2020-12-15,16.0
2020-12-22,22.0
2020-12-29,14.0
2021-01-07,17.0
2021-01-14,20.0
2021-01-21,32.0
2021-01-28,14.0
2021-02-04,23.0
2021-02-11,16.0
2021-02-18,19.0
2021-02-25,50.0
2021-03-04,47.0
2021-03-11,28.0
2021-03-18,13.0
2021-03-25,13.0
2021-04-01,27.0
2021-04-08,19.0
2021-04-15,13.0
2021-04-22,14.0
2021-04-29,25.0
2021-05-06,10.0
2021-05-13,10.0
2021-05-20,6.0
2021-05-27,7.0
2021-06-03,13.0
2021-06-10,11.0
2021-06-17,17.0
2021-06-24,24.0
2021-07-01,12.0
2021-07-08,10.0
2021-07-15,9.0
2021-07-22,12.0
2021-07-29,17.0
2021-08-05,11.0
2021-08-12,12.0
2021-08-19,17.0
2021-08-26,12.0
2021-09-02,8.0
2021-09-09,17.0
2021-09-16,23.0
2021-09-23,9.0
2021-09-30,15.0
2021-10-07,10.0
2021-10-14,14.0
2021-10-21,18.0
2021-10-28,16.0
2021-11-04,16.0
2021-11-11,12.0
2021-11-18,19.0
2021-11-25,18.0
2021-12-02,13.0
2021-12-09,15.0
2021-12-16,17.0
2021-12-23,30.0
2021-12-30,28.0
2022-01-07,20.0
2022-01-14,19.0
2022-01-21,21.0
2022-01-28,40.0
2022-02-04,15.0
2022-02-11,25.0
2022-02-18,19.0
2022-02-25,21.0
2022-03-04,19.0
2022-03-11,36.0
2022-03-18,35.0
2022-03-25,36.0
2022-04-01,37.0
2022-04-08,17.0
2022-04-15,17.0
2022-04-22,20.0
2022-04-29,11.0
2022-05-06,12.0
2022-05-13,14.0
2022-05-20,20.0
2022-05-27,19.0
2022-06-03,14.0
2022-06-10,13.0
2022-06-17,14.0
2022-06-24,25.0
2022-07-01,18.0
2022-07-08,13.0
2022-07-15,12.0
2022-07-22,23.0
2022-07-29,20.0
2022-08-05,11.0
2022-08-12,13.0
2022-08-19,12.0
2022-08-26,9.0
2022-09-02,13.0
2022-09-09,13.0
2022-09-16,12.0
2022-09-23,8.0
2022-09-30,12.0
2022-10-07,14.0
2022-10-14,19.0
2022-10-21,25.0
2022-10-28,20.0
2022-11-04,22.0
2022-11-11,12.0
2022-11-18,14.0
2022-11-25,10.0
2022-12-02,25.0
2022-12-09,15.0
2022-12-16,21.0
2022-12-23,23.0
2022-12-30,24.0
2023-01-07,20.0
2023-01-14,17.0
2023-01-21,15.0
2023-01-28,22.0
2023-02-04,23.0
2023-02-11,22.0
2023-02-18,35.0
2023-02-25,44.0
2023-03-04,21.0
2023-03-11,23.0
2023-03-18,11.0
2023-03-25,30.0
2023-04-01,10.0
2023-04-08,14.0
2023-04-15,12.0
2023-04-22,7.0
2023-04-29,10.0
2023-05-06,12.0
2023-05-13,11.0
2023-05-20,7.0
2023-05-27,13.0
2023-06-03,15.0
2023-06-10,11.0
2023-06-17,14.0
2023-06-24,20.0
2023-07-01,15.0
2023-07-08,11.0
2023-07-15,17.0
2023-07-22,21.0
2023-07-29,11.0
2023-08-05,12.0
2023-08-12,8.0
2023-08-19,15.0
2023-08-26,28.0
2023-09-02,7.0
2023-09-09,16.0
2023-09-16,18.0
2023-09-23,11.0
2023-09-30,13.0
2023-10-07,24.0
2023-10-14,31.0
2023-10-21,14.0
2023-10-28,9.0
2023-11-04,7.0
2023-11-11,8.0
2023-11-18,11.0
2023-11-25,14.0
2023-12-02,13.0
2023-12-09,14.0
2023-12-16,15.0
2023-12-23,17.0
2023-12-30,17.0
2024-01-07,11.0
2024-01-14,17.0
2024-01-21,20.0
2024-01-28,28.0
2024-02-04,26.0
2024-02-11,20.0
2024-02-18,17.0
2024-02-25,20.0
2024-03-03,11.0
2024-03-10,12.0
2024-03-17,12.0
2024-03-24,20.0
2024-03-31,17.0
2024-04-07,10.0
2024-04-14,16.0
2024-04-21,11.0
2024-04-28,8.0
2024-05-05,13.0
2024-05-12,10.0
2024-05-19,9.0
2024-05-26,8.0
2024-06-02,8.0
2024-06-09,13.0
2024-06-16,12.0
2024-06-23,18.0
2024-06-30,12.0
2024-07-07,14.0
2024-07-14,15.0
2024-07-21,18.0
2024-07-28,15.0
2024-08-04,17.0
2024-08-11,16.0
2024-08-18,18.0
2024-08-25,15.0
2024-09-01,18.0
2024-09-08,13.0
2024-09-15,7.0
2024-09-22,11.0
2024-09-29,10.0
2024-10-06,8.0
2024-10-13,9.0
2024-10-20,11.0
2024-10-27,18.0
2024-11-03,17.0
2024-11-10,20.0
2024-11-17,25.0
2024-11-24,17.0
2024-12-01,18.0
2024-12-08,21.0
2024-12-15,27.0
2024-12-22,16.0
2024-12-29,11.0
