date,media_highway
2022-11-25,15329.0
2022-12-02,15324.0
2022-12-09,14704.0
2022-12-16,14883.0
2022-12-23,15977.0
2022-12-30,15352.0
2023-01-07,15527.0
2023-01-14,14827.0
2023-01-21,13954.0
2023-01-28,14140.0
2023-02-04,15098.0
2023-02-11,14988.0
2023-02-18,15797.0
2023-02-25,16091.0
2023-03-04,15922.0
2023-03-11,15486.0
2023-03-18,14790.0
2023-03-25,14180.0
2023-04-01,15154.0
2023-04-08,21971.0
2023-04-15,21678.0
2023-04-22,19981.0
2023-04-29,20547.0
2023-05-06,19586.0
2023-05-13,18330.0
2023-05-20,20239.0
2023-05-27,20620.0
2023-06-03,22352.0
2023-06-10,21946.0
2023-06-17,21701.0
2023-06-24,20916.0
2023-07-01,20675.0
2023-07-08,21351.0
2023-07-15,24362.0
2023-07-22,25635.0
2023-07-29,28106.0
2023-08-05,28100.0
2023-08-12,27416.0
2023-08-19,25992.0
2023-08-26,25643.0
2023-09-02,24542.0
2023-09-09,25556.0
2023-09-16,19123.0
2023-09-23,20935.0
2023-09-30,21028.0
2023-10-07,23054.0
2023-10-14,22015.0
2023-10-21,20104.0
2023-10-28,18184.0
2023-11-04,17508.0
2023-11-11,16996.0
2023-11-18,15918.0
2023-11-25,15675.0
2023-12-02,15959.0
2023-12-09,15691.0
2023-12-16,16471.0
2023-12-23,17572.0
2023-12-30,16626.0
2024-01-07,17731.0
2024-01-14,15054.0
2024-01-21,14918.0
2024-01-28,15542.0
2024-02-04,15995.0
2024-02-11,15686.0
2024-02-18,16662.0
2024-02-25,16799.0
2024-03-03,15875.0
2024-03-10,16324.0
2024-03-17,17303.0
2024-03-24,18392.0
2024-03-31,19685.0
2024-04-07,20293.0
2024-04-14,20099.0
2024-04-21,19946.0
2024-04-28,19878.0
2024-05-05,20330.0
2024-05-12,21766.0
2024-05-19,20706.0
2024-05-26,21709.0
2024-06-02,23159.0
2024-06-09,21347.0
2024-06-16,21085.0
2024-06-23,21333.0
2024-06-30,24233.0
2024-07-07,21728.0
2024-07-14,23462.0
2024-07-21,23560.0
2024-07-28,24518.0
2024-08-04,27289.0
2024-08-11,25979.0
2024-08-18,24310.0
2024-08-25,25732.0
2024-09-01,24059.0
2024-09-08,23896.0
2024-09-15,23156.0
2024-09-22,22696.0
2024-09-29,22420.0
2024-10-06,23765.0
2024-10-13,22323.0
2024-10-20,20611.0
2024-10-27,20032.0
2024-11-03,18426.0
2024-11-10,17406.0
2024-11-17,14630.0
2024-11-24,15044.0
2024-12-01,16152.0
2024-12-08,16132.0
2024-12-15,14943.0
2024-12-22,19019.0
2024-12-29,16788.0
